CustomerID	TProd	DProd	MaxPO	MinPO	MeanProdOrder	TSale	MinPSale	MaxPSale	MeanSaleOrder	TRProd	MeanPSale	TOrder	SETSaleQta	SESaleQtaOrder
13694	61968	366	9811	48	1050.2711864406779	62820.14000000003	2.32	622.5	1064.7481355932202	12	1.996824561403509	50	7.133391568254112	5.882643049361841
15983	886	82	323	140	221.5	1465.12	0.84	91.8	366.28	0	2.1049107142857144	4	5.291019654565384	2.0
14849	5656	159	573	6	202.0	7904.279999999997	5.04	175.2	282.29571428571427	4	2.4403092783505156	25	5.445792473531366	4.807354922057605
17968	151	74	151	151	151.0	265.09999999999997	0.29	13.52	265.09999999999997	0	1.9256790123456788	1	4.6120927571800046	0.0
16210	7558	73	1070	87	444.5882352941176	21076.299999999996	6.72	3254.4	1239.7823529411764	0	3.7064754098360657	17	5.473118075602817	4.08746284125034
17897	216	100	80	71	54.0	516.31	0.42	79.9	129.0775	1	3.085833333333333	3	5.227015178727551	2.0
17377	2038	190	356	28	101.9	4058.3199999999947	0.55	153.0	202.916	0	2.6302475247524755	20	6.036868088848565	4.321928094887362
16552	219	17	180	39	109.5	379.72999999999996	10.2	91.80000000000001	189.865	0	4.11	2	3.051601636871704	1.0
17181	241	23	216	25	120.5	239.91999999999996	1.25	79.2	119.96	0	3.039565217391304	2	3.207707064470474	1.0
17951	610	18	396	102	152.5	990.8400000000003	6.959999999999999	177.60000000000002	247.71000000000004	1	2.2085	3	3.725650756112092	2.0
14729	197	69	197	197	197.0	313.48999999999995	0.65	19.799999999999997	313.48999999999995	0	2.159154929577465	1	4.842032537469732	0.0
12748	23619	1766	1631	1	109.85581395348837	30005.2900000004	0.06	528.0	139.55948837209303	41	2.379563338639982	206	6.895362894984744	7.6981701170212595
15012	225	110	141	84	112.5	405.0399999999997	0.39	12.75	202.51999999999995	0	2.594508196721311	2	4.886955291083051	1.0
12868	928	72	276	106	154.66666666666666	1607.0600000000009	3.12	31.6	267.8433333333333	0	2.611682242990654	6	4.200380563158157	2.584962500721156
17572	95	7	32	15	23.75	226.75	13.049999999999999	26.099999999999998	56.6875	0	3.158333333333333	4	1.4182958340544896	2.0
14078	310	46	73	29	51.666666666666664	1049.3700000000003	0.83	158.75	174.89499999999998	0	2.6804615384615382	6	5.139535844024545	2.584962500721156
14001	962	34	538	94	320.6666666666667	2043.08	15.0	179.0	681.0266666666666	0	3.536153846153846	3	4.433625784275745	1.584962500721156
12662	2023	128	295	42	168.58333333333334	3511.0799999999977	6.8	41.6	292.59000000000003	2	2.5340454545454545	11	5.113405901722705	3.584962500721157
15525	383	132	156	113	95.75	716.97	0.29	29.849999999999998	179.24250000000004	2	2.6207096774193546	3	5.625559924893582	2.0
14237	38	9	38	38	38.0	161.00000000000003	10.2	33.9	161.00000000000003	0	7.122222222222222	1	2.7254805569978675	0.0
17905	406	33	125	71	101.5	798.99	1.25	181.25	199.7475	0	3.8709090909090906	4	4.801969876934211	2.0
15485	1281	59	703	187	427.0	2564.5	1.25	204.0	854.8333333333334	0	3.2141176470588233	3	4.048887616757405	1.584962500721156
12433	11071	219	2299	12	1581.5714285714287	13375.869999999992	2.88	203.52	1910.8385714285719	0	2.1927380952380955	7	6.137859393599557	2.807354922057605
16955	246	18	94	20	49.2	493.67	10.4	50.849999999999994	98.734	1	4.1983999999999995	4	3.902174814211729	2.3219280948873626
15350	51	5	51	51	51.0	115.65	14.850000000000001	25.200000000000003	115.65	0	2.6700000000000004	1	0.7219280948873623	0.0
15605	441	61	130	52	88.2	1198.23	10.08	50.400000000000006	239.64600000000002	0	4.588358208955224	5	4.499884758076467	2.3219280948873626
18144	1343	27	224	24	111.91666666666667	2888.750000000001	7.5	232.0	240.72916666666666	0	4.43046511627907	12	4.545467010959605	3.584962500721157
15922	136	11	138	138	68.0	363.6000000000001	13.2	75.60000000000001	181.80000000000004	1	4.409090909090909	1	3.2516291673878235	1.0
14594	183	48	146	37	91.5	363.32999999999987	0.85	17.0	181.665	0	3.255	2	4.556020968057882	1.0
15165	160	27	160	160	160.0	487.75	10.5	26.099999999999998	487.75	0	4.987037037037037	1	3.838039816898156	0.0
14911	76969	1786	4462	1	315.44262295081967	132649.69999999984	1.45	540.0	543.6463114754101	212	4.094288234256482	199	6.8585585687709285	7.878463208455666
16456	1147	80	392	71	229.4	2158.1800000000003	0.19	104.0	431.63599999999997	0	2.145909090909091	5	5.264442020021774	2.3219280948873626
17841	22624	1322	833	1	135.47305389221557	39888.16000000014	0.29	349.5	238.85125748502983	124	2.5378218338333114	124	6.4425373260390355	7.311848005048901
12472	4013	218	966	136	308.6923076923077	5800.3300000000045	2.88	85.92	446.17923076923074	45	2.0687048192771083	7	5.7024136859725205	3.700439718141093
17346	1599	299	182	49	99.9375	2557.9	0.12	45.760000000000005	159.86875000000003	3	2.3961490683229814	15	6.0836575198947145	4.0
17643	71	8	71	71	71.0	101.55000000000001	10.2	15.9	101.55000000000001	0	4.01875	1	2.1556390622295667	0.0
17873	986	23	315	117	164.33333333333334	1624.7800000000004	1.95	106.2	270.7966666666667	2	1.812857142857143	5	4.217859107657966	2.584962500721156
13093	3956	97	1171	124	359.6363636363636	7800.32	5.04	272.0	709.12	5	3.273647798742138	8	5.200863328618519	3.4594316186372978
12921	9455	233	640	6	192.9591836734694	16393.990000000016	6.8	178.20000000000002	334.57122448979595	20	2.3401944444444447	37	5.768150740825917	5.614709844115209
17760	239	25	165	74	119.5	287.59	2.25	30.599999999999998	143.79500000000002	0	2.2716	2	4.083856189774724	1.0
13468	2581	184	207	12	62.951219512195124	5656.750000000002	3.1	163.2	137.96951219512195	4	4.103245033112583	37	5.867912670375754	5.357552004618084
16928	2090	68	234	49	116.11111111111111	2805.499999999998	0.84	75.0	155.86111111111111	1	1.8646798029556648	17	5.164957024729286	4.169925001442313
16048	144	8	132	12	72.0	256.44000000000005	5.04	50.400000000000006	128.22000000000003	0	1.62125	2	1.75	1.0
16274	151	63	151	151	151.0	331.5499999999999	0.85	29.95	331.5499999999999	0	4.13015873015873	1	4.566266383982759	0.0
14496	159	16	86	73	79.5	538.8100000000001	9.95	122.04	269.405	0	5.654210526315789	2	3.616348566075164	1.0
14696	1627	117	353	135	180.77777777777777	2076.92	1.9	51.0	230.7688888888889	2	2.4591538461538462	7	5.62560439009399	3.1699250014423126
16539	477	36	301	54	119.25	1388.81	9.899999999999999	70.8	347.2025	0	3.893333333333333	4	3.8937164971987044	2.0
17025	235	8	136	3	78.33333333333333	357.77	10.4	90.0	119.25666666666666	0	2.0066666666666664	3	2.9477027792200907	1.584962500721156
13777	12839	36	3154	12	337.86842105263156	25839.509999999984	1.44	1383.1200000000001	679.9871052631579	12	2.269137055837563	33	6.779467192228067	5.247927513443587
17690	1763	186	304	12	110.1875	4717.300000000001	1.25	250.0	294.83125	2	5.674761904761905	15	5.718940884231506	4.0
12947	1157	83	478	48	105.18181818181819	1407.29	3.3600000000000003	130.0	127.93545454545452	6	3.270309278350515	6	4.6078424194354435	3.4594316186372978
17460	176	18	59	2	22.0	452.63000000000005	10.2	50.400000000000006	56.57875	8	4.310689655172414	6	4.35068478425551	3.0
18229	2488	66	252	44	124.4	7276.900000000001	8.5	272.0	363.845	0	4.626585365853659	20	4.463650903475834	4.321928094887362
14142	313	22	313	313	313.0	311.81000000000006	5.04	25.200000000000003	311.81000000000006	0	1.7704545454545455	1	3.970573095811686	0.0
17069	1482	111	361	6	114.0	2655.2200000000007	0.85	63.75	204.2476923076923	11	2.8552447552447555	9	5.0254850139157945	3.5465935642949393
13065	74	14	74	74	74.0	205.85999999999999	5.04	23.4	205.85999999999999	0	5.222142857142857	1	3.664497779200461	0.0
14606	6053	816	177	2	49.21138211382114	11676.420000000058	0.12	139.29999999999998	94.93024390243902	63	2.8011181750186984	90	5.963646689469813	6.832678936198367
16835	61	10	42	19	30.5	180.85000000000002	12.600000000000001	22.5	90.425	0	4.297	2	2.0464393446710156	1.0
15235	1324	132	333	18	110.33333333333333	2247.5099999999998	5.04	35.400000000000006	187.29250000000002	0	2.9905594405594402	12	5.14721700617776	3.584962500721157
13576	2640	78	288	80	132.0	6703.3	1.25	244.08	335.16499999999996	4	3.223492063492064	18	5.4445696401494335	4.321928094887362
18011	71	28	71	71	71.0	102.79	0.85	12.75	102.79	0	2.3610714285714285	1	3.7979026896829473	0.0
13090	2199	97	495	44	137.4375	8704.090000000002	4.68	612.0	544.005625	5	4.466558441558441	13	5.425811162811512	4.0
15694	1664	41	426	36	118.85714285714286	6408.5999999999985	12.5	406.8	457.75714285714287	1	4.577142857142857	13	5.083497014223089	3.8073549220576037
14741	841	35	296	70	140.16666666666666	1400.3400000000004	9.959999999999999	93.60000000000001	233.39000000000001	0	2.6030508474576273	6	4.277386532745488	2.584962500721156
13715	554	89	239	2	69.25	1051.9899999999998	1.1	35.400000000000006	131.49875000000003	3	2.287980769230769	5	5.431254712640139	3.0
14092	2061	117	258	6	121.23529411764706	4063.100000000003	0.85	71.4	239.0058823529412	3	2.7328971962616824	14	5.282343155251836	4.08746284125034
17732	93	18	93	93	93.0	303.97	10.2	19.9	303.97	0	4.9494444444444445	1	3.1916116417513782	0.0
12855	30	3	30	30	30.0	38.1	10.2	17.700000000000003	38.1	0	1.55	1	0.9182958340544894	0.0
15752	1955	236	340	153	244.375	2618.1500000000024	0.38	50.400000000000006	327.26875	1	1.7629876543209877	7	5.824177779301388	3.0
17855	197	17	197	197	197.0	208.96999999999997	5.04	30.0	208.96999999999997	0	1.7658823529411765	1	2.984234164652489	0.0
14047	377	22	109	2	53.857142857142854	1290.0099999999998	9.3	183.60000000000002	184.2871428571429	2	4.8353125	5	4.3371753411230785	2.521640636343319
17925	72	1	72	72	72.0	244.08	244.08	244.08	244.08	0	3.39	1	0.0	0.0
17017	6613	88	814	8	244.92592592592592	8574.110000000002	6.959999999999999	162.72	317.55962962962957	16	1.6860714285714284	20	5.4907521059137	4.680813428089395
13941	2307	24	644	336	329.57142857142856	4912.41	15.0	356.40000000000003	701.7728571428571	2	3.8584444444444443	5	4.799061723926	2.807354922057605
14135	3850	95	1098	12	256.6666666666667	4690.31	7.800000000000001	237.60000000000002	312.6873333333333	0	2.472462686567164	15	4.850988822532008	3.906890595608519
13108	298	10	298	298	298.0	350.05999999999995	7.800000000000001	102.0	350.05999999999995	0	1.752	1	3.321928094887362	0.0
12471	7853	148	1063	6	174.51111111111112	16339.56999999997	5.04	876.0	363.10155555555554	68	2.605525114155251	27	6.576339790512068	5.402964207440786
15601	4978	230	740	128	292.8235294117647	6745.359999999997	4.5600000000000005	71.4	396.78588235294114	4	2.6858536585365855	14	4.84711875324574	4.08746284125034
13418	3839	223	484	4	166.91304347826087	5845.439999999999	2.4899999999999998	250.0	254.1495652173913	10	2.9381578947368423	18	5.776138813419345	4.436605434317882
15658	232	40	115	2	29.0	958.8999999999997	7.5	76.5	119.86250000000001	8	6.244791666666667	5	4.644969494739731	2.75
14388	1933	124	356	170	193.3	3172.040000000002	2.88	62.400000000000006	317.204	5	2.7180645161290324	8	4.971438784503379	3.321928094887362
14901	659	73	134	38	65.9	1414.9900000000005	0.65	75.0	141.49899999999997	2	3.1441666666666666	9	5.784260068755471	3.321928094887362
18041	3749	285	366	50	170.4090909090909	4075.1199999999967	0.21	102.0	185.23272727272732	2	1.970305676855895	21	6.475461942826955	4.459431618637297
15955	2124	137	380	4	132.75	4389.810000000001	6.64	179.0	274.363125	2	2.833169398907104	14	5.44471981940024	4.0
15070	36	1	36	36	36.0	106.2	106.2	106.2	106.2	0	2.95	1	0.0	0.0
16244	855	88	619	236	427.5	1522.7499999999998	7.800000000000001	31.6	761.3749999999998	0	2.567252747252747	2	4.707469915373107	1.0
15111	710	70	456	106	236.66666666666666	1567.4799999999998	2.88	39.6	522.4933333333333	0	3.682380952380952	3	4.512944978336672	1.584962500721156
14390	2122	135	451	12	163.23076923076923	4582.220000000003	0.39	146.25	352.47846153846154	5	3.0800704225352113	9	6.296957851480545	3.700439718141093
16546	549	25	393	156	274.5	787.15	10.2	102.0	393.57500000000005	0	1.8880000000000001	2	3.9736606896881863	1.0
15260	861	62	214	40	107.625	1780.77	9.899999999999999	62.5	222.59625	1	3.4683116883116885	7	4.967861757701885	3.0
14491	139	17	99	40	69.5	340.93	10.08	47.7	170.465	0	4.54235294117647	2	3.4548223999466057	1.0
13305	1232	50	224	14	123.2	2000.8599999999992	9.36	63.6	200.086	0	3.3620987654320986	10	4.365697807292841	3.321928094887362
14060	5374	86	646	72	268.7	6135.379999999998	5.04	252.0	306.76899999999995	1	1.4406930693069306	19	5.240191568257338	4.321928094887362
15923	122	21	122	122	122.0	127.08000000000003	0.85	20.8	127.08000000000003	0	2.814761904761905	1	4.106603137064474	0.0
16752	54	9	54	54	54.0	207.5	10.2	79.95	207.5	0	13.594444444444445	1	3.1699250014423126	0.0
17287	556	88	121	12	79.42857142857143	1049.0600000000004	0.39	60.0	149.8657142857143	0	3.152459016393443	7	5.739751887184627	2.807354922057605
15363	143	16	144	144	71.5	318.05	10.2	39.599999999999994	159.025	1	2.9875000000000003	1	3.7345216647797512	1.0
12915	93	19	52	41	46.5	363.65	9.95	25.5	181.825	0	6.788636363636363	2	3.516027641266231	1.0
15544	3105	122	491	184	282.27272727272725	3542.5099999999948	5.04	33.2	322.0463636363636	2	1.5977992277992277	9	4.289841281526512	3.4594316186372978
15738	2967	46	260	4	156.1578947368421	4788.769999999996	6.8	98.10000000000001	252.04052631578944	3	2.12121387283237	16	5.408074535052813	4.247927513443585
17381	25646	40	2910	48	854.8666666666667	20272.42999999999	12.600000000000001	1326.0	675.7476666666666	1	1.3353211009174313	29	5.7320331502044715	4.906890595608518
15827	843	72	154	6	42.15	1648.5400000000004	6.64	31.6	82.427	18	4.353130434782609	14	5.141622571348085	4.321928094887362
14180	710	112	56	12	22.903225806451612	4640.769999999999	7.5	165.0	149.70225806451617	8	9.311208333333333	25	5.0727408945117345	4.954196310386876
13117	945	66	242	72	118.125	984.9099999999996	1.92	35.95	123.11375	0	2.4343421052631578	8	4.434344698683227	3.0
16916	431	129	329	102	215.5	562.4100000000002	0.39	19.799999999999997	281.20500000000004	0	2.2576470588235296	2	5.397472750706186	1.0
17964	294	84	195	99	147.0	463.2099999999999	0.42	29.75	231.60500000000002	0	2.7619387755102043	2	5.110994565523211	1.0
14466	1006	35	232	70	143.71428571428572	2272.4000000000015	5.8	127.5	324.62857142857143	0	3.7937499999999997	7	4.627443751081733	2.807354922057605
17235	224	24	126	98	112.0	550.0600000000001	0.78	69.36	275.03	0	3.179310344827586	2	4.444187891679295	1.0
16510	92	13	92	92	92.0	248.10000000000002	11.9	30.599999999999998	248.10000000000002	0	5.346153846153846	1	3.5465935642949393	0.0
17802	749	102	345	75	187.25	1267.4899999999998	0.55	70.8	316.8725000000001	3	2.2339285714285713	3	5.607351340788789	2.0
15107	162	12	50	1	20.25	260.0	7.800000000000001	51.0	32.5	2	5.584375	6	3.9477027792200907	3.0
17976	93	56	93	93	93.0	321.7899999999999	0.65	31.75	321.7899999999999	0	3.6531578947368417	1	4.290220551149003	0.0
14449	741	201	301	107	185.25	885.7999999999998	0.19	30.0	221.45	0	1.6552	4	5.952068214690368	2.0
16781	111	17	113	113	55.5	294.65	10.2	31.8	147.32499999999996	2	5.008823529411765	1	3.6421498816369047	1.0
13491	903	73	203	18	90.3	1215.82	2.2800000000000002	30.599999999999998	121.58200000000002	0	3.372093023255814	10	4.564047263617354	3.321928094887362
16186	3008	87	464	30	231.3846153846154	3991.9400000000032	5.04	70.80000000000001	307.0723076923077	1	1.8390366972477066	12	4.868031521623387	3.700439718141093
17685	1907	88	812	25	272.42857142857144	3155.8299999999995	1.26	174.0	450.8328571428572	0	2.0283464566929137	7	5.166975850971262	2.807354922057605
17581	5852	229	822	1	188.7741935483871	10725.15999999999	4.68	195.0	345.9729032258064	10	3.12125284738041	25	5.929466329552427	4.954196310386876
15732	215	13	118	97	107.5	294.11999999999995	10.5	39.0	147.06	0	1.8907142857142856	2	3.039148671903071	1.0
13138	473	31	125	46	78.83333333333333	962.3900000000001	9.0	30.0	160.39833333333334	0	2.8215873015873014	6	3.190879574021444	2.584962500721156
17567	2557	110	567	207	255.7	4216.41	6.959999999999999	232.0	421.64099999999996	8	2.3494545454545457	8	5.17273790307977	3.321928094887362
15061	28638	70	3176	2	530.3333333333334	54250.34000000002	0.32	2978.3999999999996	1004.6359259259259	6	2.5737468982630274	48	6.69723996538653	5.717850465126433
16203	261	27	104	16	52.2	589.15	10.2	25.5	117.83	1	2.875714285714286	4	2.2224945678306303	2.3219280948873626
15640	6550	240	843	36	385.29411764705884	12394.53999999998	0.55	238.79999999999998	729.0905882352944	5	2.715966386554622	15	6.089992378623416	4.08746284125034
15574	332	131	159	1	83.0	675.64	0.29	38.25	168.91	0	2.634144736842105	4	4.857140741881747	2.0
16770	444	116	182	56	74.0	731.9000000000003	0.39	39.95	121.98333333333336	1	2.3155	5	5.157074495762512	2.584962500721156
17838	1397	96	490	78	232.83333333333334	2267.4000000000005	3.3	125.0	377.90000000000003	15	3.876239316239316	5	5.411278620533788	2.584962500721156
17228	1532	140	261	89	191.5	1906.0900000000015	1.6500000000000001	49.92	238.26124999999996	0	1.7266346153846153	8	5.704719553612066	3.0
14829	450	39	190	74	90.0	689.65	5.04	34.8	137.93	1	2.1797619047619046	4	3.966848766279692	2.3219280948873626
17412	738	48	178	50	105.42857142857143	1258.0600000000002	6.84	54.0	179.72285714285712	0	2.721060606060606	7	4.268980908907943	2.807354922057605
14031	5372	119	806	16	244.13636363636363	14636.589999999991	0.83	1416.0	665.2995454545456	6	4.565896414342629	19	6.476626826282293	4.368522527728206
14775	1174	57	418	372	391.3333333333333	1011.9	6.84	50.400000000000006	337.3	0	1.0518333333333334	3	3.753014771988211	1.584962500721156
12971	9204	94	618	12	104.5909090909091	10933.759999999998	5.04	220.15	124.24727272727269	2	2.310327868852459	86	5.5776939297943855	6.41397707318275
17659	1486	127	451	3	106.14285714285714	2954.7500000000014	4.68	53.1	211.05357142857147	3	4.0412025316455695	12	5.519352630407064	3.8073549220576037
15299	2943	6	1824	69	367.75	3838.9000000000005	303.96	1003.2	479.86250000000007	1	12.217142857142857	6	3.0	3.0
15646	388	35	230	24	97.0	425.13999999999993	2.88	22.5	106.285	1	2.914285714285714	3	3.483006780520075	2.0
14443	934	84	319	163	155.66666666666666	1415.2000000000005	5.04	35.95	235.86666666666665	3	2.5386021505376344	4	4.094709462647239	2.584962500721156
13402	479	32	289	190	239.5	621.2300000000002	2.2800000000000002	53.1	310.615	0	1.9797435897435895	2	3.5758885146812953	1.0
18168	587	97	133	71	65.22222222222223	1131.3900000000003	0.84	39.8	125.71000000000001	5	3.226769230769231	6	5.697600204934321	3.1699250014423126
17757	3313	274	378	44	106.87096774193549	5569.639999999993	0.42	252.0	179.66580645161295	1	2.7428010825439784	30	6.1474606228522966	4.954196310386876
14625	331	51	255	80	66.2	852.23	7.800000000000001	35.400000000000006	170.446	3	4.738490566037736	2	4.6602329406731835	1.9219280948873625
13011	13	3	13	13	13.0	50.550000000000004	15.0	17.85	50.550000000000004	0	4.216666666666667	1	1.584962500721156	0.0
13798	23527	113	2420	50	373.44444444444446	36372.26999999997	0.39	424.5	577.3376190476192	83	2.1165329512893982	57	6.353068613592148	5.94553389175389
15384	594	34	348	248	198.0	640.71	5.04	39.6	213.56999999999994	1	1.8617073170731706	2	3.8681266506120093	1.584962500721156
16754	4280	2	4280	4280	4280.0	2002.4	518.4	1484.0	2002.4	0	0.62	1	1.0	0.0
16634	82	9	64	18	41.0	217.9	13.0	53.1	108.95	0	4.5055555555555555	2	2.9477027792200907	1.0
18239	795	80	226	42	159.0	1561.6099999999997	5.04	51.0	312.322	0	2.871931818181818	5	4.4819532420681165	2.3219280948873626
14576	12	1	12	12	12.0	35.400000000000006	35.400000000000006	35.400000000000006	35.400000000000006	0	2.95	1	0.0	0.0
13145	142	5	96	1	28.4	614.77	15.0	295.0	122.954	1	51.71	4	2.521640636343319	1.9219280948873625
14395	1685	181	315	144	140.41666666666666	3444.1100000000006	0.39	44.550000000000004	287.00916666666666	3	2.7631321839080463	9	6.404361323772251	3.41829583405449
14865	108	4	96	12	54.0	52.2	9.120000000000001	18.0	26.1	0	0.6525	2	2.0	1.0
15093	3733	52	879	342	414.77777777777777	4410.139999999998	5.04	202.79999999999998	490.0155555555556	4	2.7425	6	4.512828080586199	3.1699250014423126
16150	1004	91	326	109	100.4	1906.0699999999988	8.5	39.8	190.607	19	3.028974358974359	5	5.425808310716421	3.321928094887362
12738	147	10	147	147	147.0	137.35	9.95	19.799999999999997	137.35	0	2.545	1	2.321928094887362	0.0
17552	719	43	565	10	179.75	930.41	9.36	45.0	232.60250000000002	0	2.2583673469387753	4	4.238670620335196	2.0
14236	310	15	272	38	155.0	490.86	6.72	158.4	245.43000000000004	0	2.0653333333333332	2	2.739572261986723	1.0
17961	560	211	86	1	14.35897435897436	1296.4400000000012	0.29	125.0	33.24205128205129	0	3.2722489959839356	39	5.786612111350032	5.163482026499081
14573	528	127	159	1	40.61538461538461	1590.1200000000013	0.39	44.849999999999994	122.31692307692305	6	4.540484581497798	9	5.639581255589121	3.5465935642949393
17135	1224	34	369	1	174.85714285714286	1139.7299999999998	4.5600000000000005	85.0	162.81857142857143	0	5.040961538461539	7	4.627854381394606	2.521640636343319
17396	2004	23	600	78	286.2857142857143	7312.800000000001	37.5	1226.3999999999999	1044.6857142857143	0	3.8938461538461535	7	3.5843031793467133	2.807354922057605
12967	289	19	360	78	72.25	1310.5500000000002	7.800000000000001	204.0	327.63750000000005	11	6.476315789473684	2	4.681727678869736	2.0
12686	106	6	106	106	106.0	71.14	8.5	17.4	71.14	0	0.8016666666666666	1	1.7924812503605783	0.0
13370	336	39	343	343	168.0	721.3200000000003	10.2	39.8	360.6600000000002	5	3.7279487179487174	1	4.2893419946517515	1.0
16883	103	33	54	49	51.5	272.47999999999996	1.25	25.0	136.24	0	3.6686486486486487	2	4.465945933079573	1.0
13520	1629	48	406	108	232.71428571428572	2967.7499999999995	5.04	139.2	423.9642857142857	1	2.1045977011494252	6	4.710233716032316	2.807354922057605
16905	1380	117	509	73	172.5	3020.6499999999996	0.79	122.39999999999999	377.58124999999995	1	3.5584924623115577	7	6.330902210507174	3.0
12841	2647	229	192	4	101.8076923076923	3848.579999999998	0.42	107.28	148.0223076923077	18	2.4166425120772947	25	6.621121070194931	4.7004397181410935
12427	229	25	338	76	45.8	582.37	12.48	68.0	116.47400000000002	4	3.152142857142857	3	4.202819531114782	2.3219280948873626
