	CustomerID	TProd	DProd	MaxPO	MinPO	MeanProdOrder	TSale	TSaleWRet	MinPSale	MaxPSale	MeanSaleOrder	TRProd	MeanPSale	TOrder	OrderMonth	ProdMonth	SaleMonth	SETSaleQta	SESaleQtaOrder	SEShoppingDays	MonthPresence	MeanTimeGap	MaxOrderMonth	MaxOrderDay
34	18085	265	25	187	78	132.5	689.95	689.95	7.8	79.2	344.975	0	2.845	2	0.167	22.083	57.496	3.646	1.0	1.0	0.167	43.0	Jan	Wed
35	13758	1844	104	832	108	263.429	3190.55	3190.55	0.42	102.0	455.793	0	3.288	7	0.583	153.667	265.879	5.562	2.807	2.322	0.417	60.333	Nov	Wed
36	13694	61968	366	9811	48	1050.271	62820.14	64792.62	2.32	622.5	1064.748	1344	1.997	50	4.167	5164.0	5235.012	7.133	5.883	2.585	1.083	6.379	May	Tue
37	15983	886	82	323	140	221.5	1465.12	1465.12	0.84	91.8	366.28	0	2.105	4	0.333	73.833	122.093	5.291	2.0	1.585	0.167	117.0	Dec	Thu
38	14849	5656	159	573	6	202.0	7904.28	7930.54	5.04	175.2	282.296	38	2.44	25	2.083	471.333	658.69	5.446	4.807	2.322	0.917	13.037	Nov	Thu
39	17968	151	74	151	151	151.0	265.1	265.1	0.29	13.52	265.1	0	1.926	1	0.083	12.583	22.092	4.612	0.0	0.0	0.083	0.0	Dec	Wed
40	16210	7558	73	1070	87	444.588	21076.3	21076.3	6.72	3254.4	1239.782	0	3.706	17	1.417	629.833	1756.358	5.473	4.087	2.322	0.667	23.25	Dec	Wed
41	17897	216	100	80	71	54.0	516.31	541.81	0.42	79.9	129.077	6	3.086	3	0.25	18.0	43.026	5.227	2.0	1.585	0.167	67.0	Dec	Wed
42	17377	2038	190	356	28	101.9	4058.32	4058.32	0.55	153.0	202.916	0	2.63	20	1.667	169.833	338.193	6.037	4.322	2.585	0.667	18.421	Nov	Mon
43	16552	219	17	180	39	109.5	379.73	379.73	10.2	91.8	189.865	0	4.11	2	0.167	18.25	31.644	3.052	1.0	1.0	0.167	131.0	Apr	Mon
44	17181	241	23	216	25	120.5	239.92	239.92	1.25	79.2	119.96	0	3.04	2	0.167	20.083	19.993	3.208	1.0	1.0	0.167	316.0	Oct	Wed
45	17951	610	18	396	102	152.5	990.84	1008.54	6.96	177.6	247.71	6	2.208	3	0.25	50.833	82.57	3.726	2.0	1.585	0.167	111.333	Dec	Mon
46	14729	197	69	197	197	197.0	313.49	313.49	0.65	19.8	313.49	0	2.159	1	0.083	16.417	26.124	4.842	0.0	0.0	0.083	0.0	Dec	Wed
47	12748	23619	1766	1631	1	109.856	30005.29	31650.78	0.06	528.0	139.559	1432	2.38	206	17.167	1968.25	2500.441	6.895	7.698	2.585	1.083	1.743	Nov	Fri
48	15012	225	110	141	84	112.5	405.04	405.04	0.39	12.75	202.52	0	2.595	2	0.167	18.75	33.753	4.887	1.0	1.0	0.167	320.0	Oct	Mon
49	12868	928	72	276	106	154.667	1607.06	1607.06	3.12	31.6	267.843	0	2.612	6	0.5	77.333	133.922	4.2	2.585	1.585	0.417	37.6	Jan	Wed
50	17572	95	7	32	15	23.75	226.75	226.75	13.05	26.1	56.688	0	3.158	4	0.333	7.917	18.896	1.418	2.0	1.585	0.25	100.667	Sep	Thu
51	14078	310	46	73	29	51.667	1049.37	1049.37	0.83	158.75	174.895	0	2.68	6	0.5	25.833	87.448	5.14	2.585	1.585	0.5	54.4	Feb	Wed
52	14001	962	34	538	94	320.667	2043.08	2043.08	15.0	179.0	681.027	0	3.536	3	0.25	80.167	170.257	4.434	1.585	1.585	0.25	164.0	Apr	Tue
53	12662	2023	128	295	42	168.583	3511.08	3543.78	6.8	41.6	292.59	18	2.534	11	0.917	168.583	292.59	5.113	3.585	2.322	0.833	33.909	Feb	Tue
54	15525	383	132	156	113	95.75	716.97	731.87	0.29	29.85	179.243	2	2.621	3	0.25	31.917	59.748	5.626	2.0	1.0	0.25	123.667	Dec	Wed
55	14237	38	9	38	38	38.0	161.0	161.0	10.2	33.9	161.0	0	7.122	1	0.083	3.167	13.417	2.725	0.0	0.0	0.083	0.0	Dec	Wed
56	17905	406	33	125	71	101.5	798.99	798.99	1.25	181.25	199.748	0	3.871	4	0.333	33.833	66.582	4.802	2.0	1.0	0.25	100.667	Dec	Wed
57	15485	1281	59	703	187	427.0	2564.5	2564.5	1.25	204.0	854.833	0	3.214	3	0.25	106.75	213.708	4.049	1.585	1.0	0.25	171.5	Jan	Wed
58	12433	11071	219	2299	12	1581.571	13375.87	13375.87	2.88	203.52	1910.839	0	2.193	7	0.583	922.583	1114.656	6.138	2.807	1.585	0.417	62.167	Dec	Wed
59	16955	246	18	94	20	49.2	493.67	518.67	10.4	50.85	98.734	20	4.198	4	0.333	20.5	41.139	3.902	2.322	2.0	0.25	47.25	Dec	Wed
60	15350	51	5	51	51	51.0	115.65	115.65	14.85	25.2	115.65	0	2.67	1	0.083	4.25	9.638	0.722	0.0	0.0	0.083	0.0	Dec	Wed
61	15605	441	61	130	52	88.2	1198.23	1198.23	10.08	50.4	239.646	0	4.588	5	0.417	36.75	99.852	4.5	2.322	2.0	0.417	84.25	Feb	Wed
62	18144	1343	27	224	24	111.917	2888.75	2888.75	7.5	232.0	240.729	0	4.43	12	1.0	111.917	240.729	4.545	3.585	2.322	0.833	33.273	Dec	Tue
63	15922	136	11	138	138	68.0	363.6	369.5	13.2	75.6	181.8	2	4.409	1	0.083	11.333	30.3	3.252	1.0	1.0	0.083	1.0	Dec	Wed
64	14594	183	48	146	37	91.5	363.33	363.33	0.85	17.0	181.665	0	3.255	2	0.167	15.25	30.277	4.556	1.0	1.0	0.167	366.0	Dec	Wed
65	15165	160	27	160	160	160.0	487.75	487.75	10.5	26.1	487.75	0	4.987	1	0.083	13.333	40.646	3.838	0.0	0.0	0.083	0.0	Dec	Wed
66	14911	76969	1786	4462	1	315.443	132649.7	139902.32	1.45	540.0	543.646	3269	4.094	199	16.583	6414.083	11054.142	6.859	7.878	2.585	1.083	1.531	Nov	Thu
67	16456	1147	80	392	71	229.4	2158.18	2158.18	0.19	104.0	431.636	0	2.146	5	0.417	95.583	179.848	5.264	2.322	2.0	0.417	68.5	Feb	Sun
68	17841	22624	1322	833	1	135.473	39888.16	40495.99	0.29	349.5	238.851	192	2.538	124	10.333	1885.333	3324.013	6.443	7.312	2.585	1.083	2.241	Nov	Wed
69	12472	4013	218	966	136	308.692	5800.33	6068.11	2.88	85.92	446.179	107	2.069	7	0.583	334.417	483.361	5.702	3.7	2.322	0.667	28.583	Nov	Wed
70	17346	1599	299	182	49	99.938	2557.9	2622.88	0.12	45.76	159.869	18	2.396	15	1.25	133.25	213.158	6.084	4.0	2.585	0.75	24.667	Oct	Thu
71	17643	71	8	71	71	71.0	101.55	101.55	10.2	15.9	101.55	0	4.019	1	0.083	5.917	8.462	2.156	0.0	0.0	0.083	0.0	Dec	Wed
72	17873	986	23	315	117	164.333	1624.78	1719.58	1.95	106.2	270.797	48	1.813	5	0.417	82.167	135.398	4.218	2.585	1.585	0.417	58.6	Apr	Wed
73	13093	3956	97	1171	124	359.636	7800.32	7832.47	5.04	272.0	709.12	5	3.274	8	0.667	329.667	650.027	5.201	3.459	1.585	0.333	9.8	Jan	Wed
74	12921	9455	233	640	6	192.959	16393.99	16587.09	6.8	178.2	334.571	71	2.34	37	3.083	787.917	1366.166	5.768	5.615	2.585	1.0	7.708	Mar	Wed
75	17760	239	25	165	74	119.5	287.59	287.59	2.25	30.6	143.795	0	2.272	2	0.167	19.917	23.966	4.084	1.0	1.0	0.167	352.0	Nov	Wed
76	13468	2581	184	207	12	62.951	5656.75	5704.97	3.1	163.2	137.97	8	4.103	37	3.083	215.083	471.396	5.868	5.358	2.585	1.083	9.3	Dec	Thu
77	16928	2090	68	234	49	116.111	2805.5	2806.75	0.84	75.0	155.861	1	1.865	17	1.417	174.167	233.792	5.165	4.17	2.585	0.75	17.235	Aug	Tue
78	16048	144	8	132	12	72.0	256.44	256.44	5.04	50.4	128.22	0	1.621	2	0.167	12.0	21.37	1.75	1.0	0.0	0.083	0.0	Dec	Wed
79	16274	151	63	151	151	151.0	331.55	331.55	0.85	29.95	331.55	0	4.13	1	0.083	12.583	27.629	4.566	0.0	0.0	0.083	0.0	Dec	Wed
80	14496	159	16	86	73	79.5	538.81	538.81	9.95	122.04	269.405	0	5.654	2	0.167	13.25	44.901	3.616	1.0	1.0	0.167	62.0	Feb	Tue
81	14696	1627	117	353	135	180.778	2076.92	2078.95	1.9	51.0	230.769	3	2.459	7	0.583	135.583	173.077	5.626	3.17	2.585	0.583	46.125	Dec	Thu
82	16539	477	36	301	54	119.25	1388.81	1388.81	9.9	70.8	347.202	0	3.893	4	0.333	39.75	115.734	3.894	2.0	1.0	0.25	123.667	Dec	Wed
83	17025	235	8	136	3	78.333	357.77	357.77	10.4	90.0	119.257	0	2.007	3	0.25	19.583	29.814	2.948	1.585	1.0	0.167	156.5	Dec	Wed
84	13777	12839	36	3154	12	337.868	25839.51	25977.16	1.44	1383.12	679.987	58	2.269	33	2.75	1069.917	2153.292	6.779	5.248	2.585	1.083	10.081	Dec	Wed
85	17690	1763	186	304	12	110.188	4717.3	4726.8	1.25	250.0	294.831	6	5.675	15	1.25	146.917	393.108	5.719	4.0	2.322	0.75	22.867	Dec	Wed
86	12947	1157	83	478	48	105.182	1407.29	1603.99	3.36	130.0	127.935	8	3.27	6	0.5	96.417	117.274	4.608	3.459	2.0	0.5	23.0	Jun	Tue
87	17460	176	18	59	2	22.0	452.63	622.43	10.2	50.4	56.579	60	4.311	6	0.5	14.667	37.719	4.351	3.0	2.0	0.417	42.143	Mar	Thu
88	18229	2488	66	252	44	124.4	7276.9	7276.9	8.5	272.0	363.845	0	4.627	20	1.667	207.333	606.408	4.464	4.322	2.585	1.0	19.053	Sep	Wed
89	14142	313	22	313	313	313.0	311.81	311.81	5.04	25.2	311.81	0	1.77	1	0.083	26.083	25.984	3.971	0.0	0.0	0.083	0.0	Dec	Wed
90	17069	1482	111	361	6	114.0	2655.22	2709.7	0.85	63.75	204.248	24	2.855	9	0.75	123.5	221.268	5.025	3.547	2.322	0.417	28.75	Apr	Fri
91	13065	74	14	74	74	74.0	205.86	205.86	5.04	23.4	205.86	0	5.222	1	0.083	6.167	17.155	3.664	0.0	0.0	0.083	0.0	Dec	Wed
92	14606	6053	816	177	2	49.211	11676.42	11926.15	0.12	139.3	94.93	124	2.801	90	7.5	504.417	973.035	5.964	6.833	2.585	1.083	3.049	Feb	Wed
93	16835	61	10	42	19	30.5	180.85	180.85	12.6	22.5	90.425	0	4.297	2	0.167	5.083	15.071	2.046	1.0	0.0	0.167	245.0	Aug	Wed
94	15235	1324	132	333	18	110.333	2247.51	2247.51	5.04	35.4	187.293	0	2.991	12	1.0	110.333	187.292	5.147	3.585	2.322	0.417	14.182	Jan	Thu
95	13576	2640	78	288	80	132.0	6703.3	6717.34	1.25	244.08	335.165	6	3.223	18	1.5	220.0	558.608	5.445	4.322	2.322	1.0	19.105	Nov	Wed
96	18011	71	28	71	71	71.0	102.79	102.79	0.85	12.75	102.79	0	2.361	1	0.083	5.917	8.566	3.798	0.0	0.0	0.083	0.0	Dec	Wed
97	13090	2199	97	495	44	137.438	8704.09	8895.82	4.68	612.0	544.006	63	4.467	13	1.083	183.25	725.341	5.426	4.0	2.585	0.917	24.267	Oct	Fri
98	15694	1664	41	426	36	118.857	6408.6	6464.4	12.5	406.8	457.757	12	4.577	13	1.083	138.667	534.05	5.083	3.807	2.585	0.833	28.615	Dec	Thu
99	14741	841	35	296	70	140.167	1400.34	1400.34	9.96	93.6	233.39	0	2.603	6	0.5	70.083	116.695	4.277	2.585	2.0	0.417	72.2	Dec	Mon
100	13715	554	89	239	2	69.25	1051.99	1077.39	1.1	35.4	131.499	8	2.288	5	0.417	46.167	87.666	5.431	3.0	2.0	0.25	13.0	Dec	Thu
101	14092	2061	117	258	6	121.235	4063.1	4076.91	0.85	71.4	239.006	5	2.733	14	1.167	171.75	338.592	5.282	4.087	2.585	1.0	22.812	Dec	Wed
102	17732	93	18	93	93	93.0	303.97	303.97	10.2	19.9	303.97	0	4.949	1	0.083	7.75	25.331	3.192	0.0	0.0	0.083	0.0	Dec	Thu
103	12855	30	3	30	30	30.0	38.1	38.1	10.2	17.7	38.1	0	1.55	1	0.083	2.5	3.175	0.918	0.0	0.0	0.083	0.0	Dec	Thu
104	15752	1955	236	340	153	244.375	2618.15	2626.6	0.38	50.4	327.269	5	1.763	7	0.583	162.917	218.179	5.824	3.0	2.0	0.583	47.571	Sep	Mon
105	17855	197	17	197	197	197.0	208.97	208.97	5.04	30.0	208.97	0	1.766	1	0.083	16.417	17.414	2.984	0.0	0.0	0.083	0.0	Dec	Thu
106	14047	377	22	109	2	53.857	1290.01	1308.61	9.3	183.6	184.287	4	4.835	5	0.417	31.417	107.501	4.337	2.522	1.585	0.417	60.667	Dec	Thu
107	17925	72	1	72	72	72.0	244.08	244.08	244.08	244.08	244.08	0	3.39	1	0.083	6.0	20.34	0.0	0.0	0.0	0.083	0.0	Dec	Thu
108	17017	6613	88	814	8	244.926	8574.11	8694.26	6.96	162.72	317.56	60	1.686	20	1.667	551.083	714.509	5.491	4.681	2.585	0.917	14.231	Dec	Thu
109	13941	2307	24	644	336	329.571	4912.41	5112.96	15.0	356.4	701.773	57	3.858	5	0.417	192.25	409.368	4.799	2.807	2.0	0.5	58.5	Dec	Tue
110	14135	3850	95	1098	12	256.667	4690.31	4690.31	7.8	237.6	312.687	0	2.472	15	1.25	320.833	390.859	4.851	3.907	2.322	0.667	26.5	Dec	Tue
111	13108	298	10	298	298	298.0	350.06	350.06	7.8	102.0	350.06	0	1.752	1	0.083	24.833	29.172	3.322	0.0	0.0	0.083	0.0	Dec	Thu
112	12471	7853	148	1063	6	174.511	16339.57	17388.65	5.04	876.0	363.102	239	2.606	27	2.25	654.417	1361.631	6.576	5.403	2.585	1.0	8.409	Nov	Thu
113	15601	4978	230	740	128	292.824	6745.36	6776.56	4.56	71.4	396.786	5	2.686	14	1.167	414.833	562.113	4.847	4.087	2.585	0.833	22.562	Feb	Thu
114	13418	3839	223	484	4	166.913	5845.44	6127.43	2.49	250.0	254.15	79	2.938	18	1.5	319.917	487.12	5.776	4.437	2.585	0.75	16.409	Dec	Wed
115	15658	232	40	115	2	29.0	958.9	1024.1	7.5	76.5	119.863	10	6.245	5	0.417	19.333	79.908	4.645	2.75	1.585	0.5	26.0	Feb	Thu
116	14388	1933	124	356	170	193.3	3172.04	3212.84	2.88	62.4	317.204	8	2.718	8	0.667	161.083	264.337	4.971	3.322	2.0	0.667	40.444	Dec	Fri
117	14901	659	73	134	38	65.9	1414.99	1421.29	0.65	75.0	141.499	2	3.144	9	0.75	54.917	117.916	5.784	3.322	2.0	0.333	40.111	Dec	Tue
118	18041	3749	285	366	50	170.409	4075.12	4097.37	0.21	102.0	185.233	9	1.97	21	1.75	312.417	339.593	6.475	4.459	2.585	0.917	17.19	Jan	Thu
119	15955	2124	137	380	4	132.75	4389.81	4416.26	6.64	179.0	274.363	11	2.833	14	1.167	177.0	365.818	5.445	4.0	2.322	0.667	23.2	Aug	Thu
120	15070	36	1	36	36	36.0	106.2	106.2	106.2	106.2	106.2	0	2.95	1	0.083	3.0	8.85	0.0	0.0	0.0	0.083	0.0	Dec	Thu
121	16244	855	88	619	236	427.5	1522.75	1522.75	7.8	31.6	761.375	0	2.567	2	0.167	71.25	126.896	4.707	1.0	0.0	0.167	161.0	May	Thu
122	15111	710	70	456	106	236.667	1567.48	1567.48	2.88	39.6	522.493	0	3.682	3	0.25	59.167	130.623	4.513	1.585	1.0	0.25	171.5	Oct	Thu
123	14390	2122	135	451	12	163.231	4582.22	4642.57	0.39	146.25	352.478	11	3.08	9	0.75	176.833	381.852	6.297	3.7	2.322	0.5	30.167	Nov	Thu
124	16546	549	25	393	156	274.5	787.15	787.15	10.2	102.0	393.575	0	1.888	2	0.167	45.75	65.596	3.974	1.0	1.0	0.167	82.0	Feb	Tue
125	15260	861	62	214	40	107.625	1780.77	1810.77	9.9	62.5	222.596	24	3.468	7	0.583	71.75	148.398	4.968	3.0	2.0	0.5	38.857	Jul	Wed
126	14491	139	17	99	40	69.5	340.93	340.93	10.08	47.7	170.465	0	4.542	2	0.167	11.583	28.411	3.455	1.0	1.0	0.167	197.0	Jun	Thu
127	13305	1232	50	224	14	123.2	2000.86	2000.86	9.36	63.6	200.086	0	3.362	10	0.833	102.667	166.738	4.366	3.322	2.322	0.75	40.889	Sep	Thu
128	14060	5374	86	646	72	268.7	6135.38	6140.42	5.04	252.0	306.769	12	1.441	19	1.583	447.833	511.282	5.24	4.322	2.585	1.083	19.368	Dec	Wed
129	15923	122	21	122	122	122.0	127.08	127.08	0.85	20.8	127.08	0	2.815	1	0.083	10.167	10.59	4.107	0.0	0.0	0.083	0.0	Dec	Thu
130	16752	54	9	54	54	54.0	207.5	207.5	10.2	79.95	207.5	0	13.594	1	0.083	4.5	17.292	3.17	0.0	0.0	0.083	0.0	Dec	Thu
131	17287	556	88	121	12	79.429	1049.06	1049.06	0.39	60.0	149.866	0	3.152	7	0.583	46.333	87.422	5.74	2.807	2.585	0.5	57.667	Dec	Tue
132	15363	143	16	144	144	71.5	318.05	326.0	10.2	39.6	159.025	1	2.988	1	0.083	11.917	26.504	3.735	1.0	1.0	0.167	131.0	Apr	Tue
133	12915	93	19	52	41	46.5	363.65	363.65	9.95	25.5	181.825	0	6.789	2	0.167	7.75	30.304	3.516	1.0	0.0	0.167	224.0	Jul	Thu
134	15544	3105	122	491	184	282.273	3542.51	3546.71	5.04	33.2	322.046	4	1.598	9	0.75	258.75	295.209	4.29	3.459	2.585	0.667	36.4	Feb	Fri
135	15738	2967	46	260	4	156.158	4788.77	4812.42	6.8	98.1	252.041	15	2.121	16	1.333	247.25	399.064	5.408	4.248	2.585	1.0	19.667	Mar	Thu
136	17381	25646	40	2910	48	854.867	20272.43	20275.61	12.6	1326.0	675.748	3	1.335	29	2.417	2137.167	1689.369	5.732	4.907	2.322	1.083	12.552	Feb	Thu
137	15827	843	72	154	6	42.15	1648.54	1836.09	6.64	31.6	82.427	39	4.353	14	1.167	70.25	137.378	5.142	4.322	2.585	0.833	15.737	Feb	Thu
138	14180	710	112	56	12	22.903	4640.77	4748.52	7.5	165.0	149.702	9	9.311	25	2.083	59.167	386.731	5.073	4.954	2.585	1.0	12.067	Jan	Thu
139	13117	945	66	242	72	118.125	984.91	984.91	1.92	35.95	123.114	0	2.434	8	0.667	78.75	82.076	4.434	3.0	2.0	0.583	50.143	Dec	Fri
140	16916	431	129	329	102	215.5	562.41	562.41	0.39	19.8	281.205	0	2.258	2	0.167	35.917	46.868	5.397	1.0	1.0	0.167	349.0	Nov	Wed
141	17964	294	84	195	99	147.0	463.21	463.21	0.42	29.75	231.605	0	2.762	2	0.167	24.5	38.601	5.111	1.0	1.0	0.167	341.0	Nov	Tue
142	14466	1006	35	232	70	143.714	2272.4	2272.4	5.8	127.5	324.629	0	3.794	7	0.583	83.833	189.367	4.627	2.807	2.0	0.583	57.167	Feb	Tue
143	17235	224	24	126	98	112.0	550.06	550.06	0.78	69.36	275.03	0	3.179	2	0.167	18.667	45.838	4.444	1.0	1.0	0.167	347.0	Nov	Mon
144	16510	92	13	92	92	92.0	248.1	248.1	11.9	30.6	248.1	0	5.346	1	0.083	7.667	20.675	3.547	0.0	0.0	0.083	0.0	Dec	Thu
145	17802	749	102	345	75	187.25	1267.49	1285.04	0.55	70.8	316.873	3	2.234	3	0.25	62.417	105.624	5.607	2.0	1.0	0.25	96.667	Jun	Sun
146	15107	162	12	50	1	20.25	260.0	319.5	7.8	51.0	32.5	7	5.584	6	0.5	13.5	21.667	3.948	3.0	2.0	0.25	8.714	Jan	Tue
147	17976	93	56	93	93	93.0	321.79	321.79	0.65	31.75	321.79	0	3.653	1	0.083	7.75	26.816	4.29	0.0	0.0	0.083	0.0	Dec	Thu
148	14449	741	201	301	107	185.25	885.8	885.8	0.19	30.0	221.45	0	1.655	4	0.333	61.75	73.817	5.952	2.0	1.0	0.333	118.0	Apr	Thu
149	16781	111	17	113	113	55.5	294.65	311.25	10.2	31.8	147.325	2	5.009	1	0.083	9.25	24.554	3.642	1.0	0.0	0.083	7.0	Dec	Thu
150	13491	903	73	203	18	90.3	1215.82	1215.82	2.28	30.6	121.582	0	3.372	10	0.833	75.25	101.318	4.564	3.322	2.322	0.583	35.667	Jan	Wed
151	16186	3008	87	464	30	231.385	3991.94	4006.94	5.04	70.8	307.072	12	1.839	12	1.0	250.667	332.662	4.868	3.7	2.322	0.667	29.167	May	Thu
152	17685	1907	88	812	25	272.429	3155.83	3155.83	1.26	174.0	450.833	0	2.028	7	0.583	158.917	262.986	5.167	2.807	2.322	0.5	59.333	Dec	Fri
153	17581	5852	229	822	1	188.774	10725.16	11025.24	4.68	195.0	345.973	63	3.121	25	2.083	487.667	893.763	5.929	4.954	2.585	0.833	12.4	Dec	Fri
154	15732	215	13	118	97	107.5	294.12	294.12	10.5	39.0	147.06	0	1.891	2	0.167	17.917	24.51	3.039	1.0	1.0	0.167	160.0	May	Wed
155	13138	473	31	125	46	78.833	962.39	962.39	9.0	30.0	160.398	0	2.822	6	0.5	39.417	80.199	3.191	2.585	2.322	0.5	70.0	Apr	Thu
156	17567	2557	110	567	207	255.7	4216.41	4331.48	6.96	232.0	421.641	75	2.349	8	0.667	213.083	351.368	5.173	3.322	1.585	0.667	40.556	Mar	Thu
