CustomerID	TProd	DProd	MeanProdOrder	TSale	MinPSale	MaxPSale	MeanSaleOrder	TRProd	MeanPSale	TOrder	SETSaleQta	SESaleQtaOrder	MeanTimeGap	MaxOrderMonth	MaxOrderDay	Label
15922	136	11	68.0	363.6	13.2	75.6	181.8	2	4.409	1	3.252	1.0	1.0	Dec	Wed	Low_Spend
14594	183	48	91.5	363.33	0.85	17.0	181.665	0	3.255	2	4.556	1.0	366.0	Dec	Wed	Low_Spend
15165	160	27	160.0	487.75	10.5	26.1	487.75	0	4.987	1	3.838	0.0	0.0	Dec	Wed	Med_Spend
14911	76969	1786	315.443	132649.7	1.45	540.0	543.646	3269	4.094	199	6.859	7.878	1.531	Nov	Thu	High_Spend
16456	1147	80	229.4	2158.18	0.19	104.0	431.636	0	2.146	5	5.264	2.322	68.5	Feb	Sun	Med_Spend
17841	22624	1322	135.473	39888.16	0.29	349.5	238.851	192	2.538	124	6.443	7.312	2.241	Nov	Wed	Low_Spend
12472	4013	218	308.692	5800.33	2.88	85.92	446.179	107	2.069	7	5.702	3.7	28.583	Nov	Wed	Med_Spend
17346	1599	299	99.938	2557.9	0.12	45.76	159.869	18	2.396	15	6.084	4.0	24.667	Oct	Thu	Low_Spend
17643	71	8	71.0	101.55	10.2	15.9	101.55	0	4.019	1	2.156	0.0	0.0	Dec	Wed	Low_Spend
17873	986	23	164.333	1624.78	1.95	106.2	270.797	48	1.813	5	4.218	2.585	58.6	Apr	Wed	Low_Spend
13093	3956	97	359.636	7800.32	5.04	272.0	709.12	5	3.274	8	5.201	3.459	9.8	Jan	Wed	Med_Spend
12921	9455	233	192.959	16393.99	6.8	178.2	334.571	71	2.34	37	5.768	5.615	7.708	Mar	Wed	Med_Spend
17760	239	25	119.5	287.59	2.25	30.6	143.795	0	2.272	2	4.084	1.0	352.0	Nov	Wed	Low_Spend
13468	2581	184	62.951	5656.75	3.1	163.2	137.97	8	4.103	37	5.868	5.358	9.3	Dec	Thu	Low_Spend
16928	2090	68	116.111	2805.5	0.84	75.0	155.861	1	1.865	17	5.165	4.17	17.235	Aug	Tue	Low_Spend
16048	144	8	72.0	256.44	5.04	50.4	128.22	0	1.621	2	1.75	1.0	0.0	Dec	Wed	Low_Spend
16274	151	63	151.0	331.55	0.85	29.95	331.55	0	4.13	1	4.566	0.0	0.0	Dec	Wed	Low_Spend
14496	159	16	79.5	538.81	9.95	122.04	269.405	0	5.654	2	3.616	1.0	62.0	Feb	Tue	Low_Spend
14696	1627	117	180.778	2076.92	1.9	51.0	230.769	3	2.459	7	5.626	3.17	46.125	Dec	Thu	Low_Spend
16539	477	36	119.25	1388.81	9.9	70.8	347.202	0	3.893	4	3.894	2.0	123.667	Dec	Wed	Low_Spend
17025	235	8	78.333	357.77	10.4	90.0	119.257	0	2.007	3	2.948	1.585	156.5	Dec	Wed	Low_Spend
13777	12839	36	337.868	25839.51	1.44	1383.12	679.987	58	2.269	33	6.779	5.248	10.081	Dec	Wed	Med_Spend
17690	1763	186	110.188	4717.3	1.25	250.0	294.831	6	5.675	15	5.719	4.0	22.867	Dec	Wed	Low_Spend
12947	1157	83	105.182	1407.29	3.36	130.0	127.935	8	3.27	6	4.608	3.459	23.0	Jun	Tue	Low_Spend
17460	176	18	22.0	452.63	10.2	50.4	56.579	60	4.311	6	4.351	3.0	42.143	Mar	Thu	Low_Spend
18229	2488	66	124.4	7276.9	8.5	272.0	363.845	0	4.627	20	4.464	4.322	19.053	Sep	Wed	Low_Spend
14142	313	22	313.0	311.81	5.04	25.2	311.81	0	1.77	1	3.971	0.0	0.0	Dec	Wed	Med_Spend
17069	1482	111	114.0	2655.22	0.85	63.75	204.248	24	2.855	9	5.025	3.547	28.75	Apr	Fri	Low_Spend
13065	74	14	74.0	205.86	5.04	23.4	205.86	0	5.222	1	3.664	0.0	0.0	Dec	Wed	Low_Spend
14606	6053	816	49.211	11676.42	0.12	139.3	94.93	124	2.801	90	5.964	6.833	3.049	Feb	Wed	Low_Spend
16835	61	10	30.5	180.85	12.6	22.5	90.425	0	4.297	2	2.046	1.0	245.0	Aug	Wed	Low_Spend
15235	1324	132	110.333	2247.51	5.04	35.4	187.293	0	2.991	12	5.147	3.585	14.182	Jan	Thu	Low_Spend
13576	2640	78	132.0	6703.3	1.25	244.08	335.165	6	3.223	18	5.445	4.322	19.105	Nov	Wed	Low_Spend
18011	71	28	71.0	102.79	0.85	12.75	102.79	0	2.361	1	3.798	0.0	0.0	Dec	Wed	Low_Spend
13090	2199	97	137.438	8704.09	4.68	612.0	544.006	63	4.467	13	5.426	4.0	24.267	Oct	Fri	Med_Spend
15694	1664	41	118.857	6408.6	12.5	406.8	457.757	12	4.577	13	5.083	3.807	28.615	Dec	Thu	Med_Spend
14741	841	35	140.167	1400.34	9.96	93.6	233.39	0	2.603	6	4.277	2.585	72.2	Dec	Mon	Low_Spend
13715	554	89	69.25	1051.99	1.1	35.4	131.499	8	2.288	5	5.431	3.0	13.0	Dec	Thu	Low_Spend
14092	2061	117	121.235	4063.1	0.85	71.4	239.006	5	2.733	14	5.282	4.087	22.812	Dec	Wed	Low_Spend
17732	93	18	93.0	303.97	10.2	19.9	303.97	0	4.949	1	3.192	0.0	0.0	Dec	Thu	Low_Spend
12855	30	3	30.0	38.1	10.2	17.7	38.1	0	1.55	1	0.918	0.0	0.0	Dec	Thu	Low_Spend
15752	1955	236	244.375	2618.15	0.38	50.4	327.269	5	1.763	7	5.824	3.0	47.571	Sep	Mon	Med_Spend
17855	197	17	197.0	208.97	5.04	30.0	208.97	0	1.766	1	2.984	0.0	0.0	Dec	Thu	Low_Spend
14047	377	22	53.857	1290.01	9.3	183.6	184.287	4	4.835	5	4.337	2.522	60.667	Dec	Thu	Low_Spend
17925	72	1	72.0	244.08	244.08	244.08	244.08	0	3.39	1	0.0	0.0	0.0	Dec	Thu	Low_Spend
17017	6613	88	244.926	8574.11	6.96	162.72	317.56	60	1.686	20	5.491	4.681	14.231	Dec	Thu	Med_Spend
13941	2307	24	329.571	4912.41	15.0	356.4	701.773	57	3.858	5	4.799	2.807	58.5	Dec	Tue	Med_Spend
14135	3850	95	256.667	4690.31	7.8	237.6	312.687	0	2.472	15	4.851	3.907	26.5	Dec	Tue	Med_Spend
13108	298	10	298.0	350.06	7.8	102.0	350.06	0	1.752	1	3.322	0.0	0.0	Dec	Thu	Med_Spend
12471	7853	148	174.511	16339.57	5.04	876.0	363.102	239	2.606	27	6.576	5.403	8.409	Nov	Thu	Med_Spend
15601	4978	230	292.824	6745.36	4.56	71.4	396.786	5	2.686	14	4.847	4.087	22.562	Feb	Thu	Med_Spend
13418	3839	223	166.913	5845.44	2.49	250.0	254.15	79	2.938	18	5.776	4.437	16.409	Dec	Wed	Low_Spend
15658	232	40	29.0	958.9	7.5	76.5	119.863	10	6.245	5	4.645	2.75	26.0	Feb	Thu	Low_Spend
14388	1933	124	193.3	3172.04	2.88	62.4	317.204	8	2.718	8	4.971	3.322	40.444	Dec	Fri	Low_Spend
14901	659	73	65.9	1414.99	0.65	75.0	141.499	2	3.144	9	5.784	3.322	40.111	Dec	Tue	Low_Spend
18041	3749	285	170.409	4075.12	0.21	102.0	185.233	9	1.97	21	6.475	4.459	17.19	Jan	Thu	Low_Spend
15955	2124	137	132.75	4389.81	6.64	179.0	274.363	11	2.833	14	5.445	4.0	23.2	Aug	Thu	Low_Spend
15070	36	1	36.0	106.2	106.2	106.2	106.2	0	2.95	1	0.0	0.0	0.0	Dec	Thu	Low_Spend
16244	855	88	427.5	1522.75	7.8	31.6	761.375	0	2.567	2	4.707	1.0	161.0	May	Thu	Med_Spend
15111	710	70	236.667	1567.48	2.88	39.6	522.493	0	3.682	3	4.513	1.585	171.5	Oct	Thu	Med_Spend
14390	2122	135	163.231	4582.22	0.39	146.25	352.478	11	3.08	9	6.297	3.7	30.167	Nov	Thu	Low_Spend
16546	549	25	274.5	787.15	10.2	102.0	393.575	0	1.888	2	3.974	1.0	82.0	Feb	Tue	Med_Spend
15260	861	62	107.625	1780.77	9.9	62.5	222.596	24	3.468	7	4.968	3.0	38.857	Jul	Wed	Low_Spend
14491	139	17	69.5	340.93	10.08	47.7	170.465	0	4.542	2	3.455	1.0	197.0	Jun	Thu	Low_Spend
13305	1232	50	123.2	2000.86	9.36	63.6	200.086	0	3.362	10	4.366	3.322	40.889	Sep	Thu	Low_Spend
14060	5374	86	268.7	6135.38	5.04	252.0	306.769	12	1.441	19	5.24	4.322	19.368	Dec	Wed	Med_Spend
15923	122	21	122.0	127.08	0.85	20.8	127.08	0	2.815	1	4.107	0.0	0.0	Dec	Thu	Low_Spend
16752	54	9	54.0	207.5	10.2	79.95	207.5	0	13.594	1	3.17	0.0	0.0	Dec	Thu	Low_Spend
17287	556	88	79.429	1049.06	0.39	60.0	149.866	0	3.152	7	5.74	2.807	57.667	Dec	Tue	Low_Spend
15363	143	16	71.5	318.05	10.2	39.6	159.025	1	2.988	1	3.735	1.0	131.0	Apr	Tue	Low_Spend
12915	93	19	46.5	363.65	9.95	25.5	181.825	0	6.789	2	3.516	1.0	224.0	Jul	Thu	Low_Spend
15544	3105	122	282.273	3542.51	5.04	33.2	322.046	4	1.598	9	4.29	3.459	36.4	Feb	Fri	Med_Spend
15738	2967	46	156.158	4788.77	6.8	98.1	252.041	15	2.121	16	5.408	4.248	19.667	Mar	Thu	Low_Spend
17381	25646	40	854.867	20272.43	12.6	1326.0	675.748	3	1.335	29	5.732	4.907	12.552	Feb	Thu	High_Spend
15827	843	72	42.15	1648.54	6.64	31.6	82.427	39	4.353	14	5.142	4.322	15.737	Feb	Thu	Low_Spend
14180	710	112	22.903	4640.77	7.5	165.0	149.702	9	9.311	25	5.073	4.954	12.067	Jan	Thu	Low_Spend
13117	945	66	118.125	984.91	1.92	35.95	123.114	0	2.434	8	4.434	3.0	50.143	Dec	Fri	Low_Spend
16916	431	129	215.5	562.41	0.39	19.8	281.205	0	2.258	2	5.397	1.0	349.0	Nov	Wed	Low_Spend
17964	294	84	147.0	463.21	0.42	29.75	231.605	0	2.762	2	5.111	1.0	341.0	Nov	Tue	Low_Spend
14466	1006	35	143.714	2272.4	5.8	127.5	324.629	0	3.794	7	4.627	2.807	57.167	Feb	Tue	Low_Spend
17235	224	24	112.0	550.06	0.78	69.36	275.03	0	3.179	2	4.444	1.0	347.0	Nov	Mon	Low_Spend
16510	92	13	92.0	248.1	11.9	30.6	248.1	0	5.346	1	3.547	0.0	0.0	Dec	Thu	Low_Spend
17802	749	102	187.25	1267.49	0.55	70.8	316.873	3	2.234	3	5.607	2.0	96.667	Jun	Sun	Low_Spend
15107	162	12	20.25	260.0	7.8	51.0	32.5	7	5.584	6	3.948	3.0	8.714	Jan	Tue	Low_Spend
17976	93	56	93.0	321.79	0.65	31.75	321.79	0	3.653	1	4.29	0.0	0.0	Dec	Thu	Low_Spend
14449	741	201	185.25	885.8	0.19	30.0	221.45	0	1.655	4	5.952	2.0	118.0	Apr	Thu	Low_Spend
16781	111	17	55.5	294.65	10.2	31.8	147.325	2	5.009	1	3.642	1.0	7.0	Dec	Thu	Low_Spend
13491	903	73	90.3	1215.82	2.28	30.6	121.582	0	3.372	10	4.564	3.322	35.667	Jan	Wed	Low_Spend
16186	3008	87	231.385	3991.94	5.04	70.8	307.072	12	1.839	12	4.868	3.7	29.167	May	Thu	Low_Spend
17685	1907	88	272.429	3155.83	1.26	174.0	450.833	0	2.028	7	5.167	2.807	59.333	Dec	Fri	Med_Spend
17581	5852	229	188.774	10725.16	4.68	195.0	345.973	63	3.121	25	5.929	4.954	12.4	Dec	Fri	Med_Spend
15732	215	13	107.5	294.12	10.5	39.0	147.06	0	1.891	2	3.039	1.0	160.0	May	Wed	Low_Spend
13138	473	31	78.833	962.39	9.0	30.0	160.398	0	2.822	6	3.191	2.585	70.0	Apr	Thu	Low_Spend
17567	2557	110	255.7	4216.41	6.96	232.0	421.641	75	2.349	8	5.173	3.322	40.556	Mar	Thu	Med_Spend
15061	28638	70	530.333	54250.34	0.32	2978.4	1004.636	282	2.574	48	6.697	5.718	6.962	Dec	Thu	High_Spend
16203	261	27	52.2	589.15	10.2	25.5	117.83	1	2.876	4	2.222	2.322	78.5	Jan	Tue	Low_Spend
15640	6550	240	385.294	12394.54	0.55	238.8	729.091	22	2.716	15	6.09	4.087	23.0	Dec	Sun	Med_Spend
15574	332	131	83.0	675.64	0.29	38.25	168.91	0	2.634	4	4.857	2.0	65.0	Dec	Thu	Low_Spend
16770	444	116	74.0	731.9	0.39	39.95	121.983	12	2.316	5	5.157	2.585	63.0	Dec	Thu	Low_Spend
17838	1397	96	232.833	2267.4	3.3	125.0	377.9	434	3.876	5	5.411	2.585	69.2	Nov	Sun	Med_Spend
17228	1532	140	191.5	1906.09	1.65	49.92	238.261	0	1.727	8	5.705	3.0	51.0	Nov	Tue	Low_Spend
14829	450	39	90.0	689.65	5.04	34.8	137.93	2	2.18	4	3.967	2.322	85.75	Dec	Wed	Low_Spend
17412	738	48	105.429	1258.06	6.84	54.0	179.723	0	2.721	7	4.269	2.807	61.667	Dec	Wed	Low_Spend
14031	5372	119	244.136	14636.59	0.83	1416.0	665.3	416	4.566	19	6.477	4.369	17.381	Oct	Fri	Med_Spend
14775	1174	57	391.333	1011.9	6.84	50.4	337.3	0	1.052	3	3.753	1.585	157.0	Jul	Mon	Med_Spend
12971	9204	94	104.591	10933.76	5.04	220.15	124.247	85	2.31	86	5.578	6.414	4.241	Nov	Wed	Low_Spend
17659	1486	127	106.143	2954.75	4.68	53.1	211.054	39	4.041	12	5.519	3.807	28.385	Jun	Tue	Low_Spend
15299	2943	6	367.75	3838.9	303.96	1003.2	479.863	4	12.217	6	3.0	3.0	43.571	Dec	Thu	Med_Spend
15646	388	35	97.0	425.14	2.88	22.5	106.285	6	2.914	3	3.483	2.0	71.667	Apr	Thu	Low_Spend
14443	934	84	155.667	1415.2	5.04	35.95	235.867	4	2.539	4	4.095	2.585	63.8	Feb	Mon	Low_Spend
13402	479	32	239.5	621.23	2.28	53.1	310.615	0	1.98	2	3.576	1.0	245.0	Aug	Thu	Low_Spend
18168	587	97	65.222	1131.39	0.84	39.8	125.71	5	3.227	6	5.698	3.17	24.5	Dec	Thu	Low_Spend
17757	3313	274	106.871	5569.64	0.42	252.0	179.666	4	2.743	30	6.147	4.954	12.367	Dec	Wed	Low_Spend
14625	331	51	66.2	852.23	7.8	35.4	170.446	4	4.738	2	4.66	1.922	46.75	Jun	Mon	Low_Spend
13011	13	3	13.0	50.55	15.0	17.85	50.55	0	4.217	1	1.585	0.0	0.0	Dec	Thu	Low_Spend
13798	23527	113	373.444	36372.27	0.39	424.5	577.338	421	2.117	57	6.353	5.946	5.984	May	Mon	Med_Spend
15384	594	34	198.0	640.71	5.04	39.6	213.57	2	1.862	2	3.868	1.585	101.5	Dec	Thu	Low_Spend
16754	4280	2	4280.0	2002.4	518.4	1484.0	2002.4	0	0.62	1	1.0	0.0	0.0	Dec	Thu	High_Spend
16634	82	9	41.0	217.9	13.0	53.1	108.95	0	4.506	2	2.948	1.0	150.0	May	Thu	Low_Spend
18239	795	80	159.0	1561.61	5.04	51.0	312.322	0	2.872	5	4.482	2.322	38.5	Jan	Thu	Low_Spend
14576	12	1	12.0	35.4	35.4	35.4	35.4	0	2.95	1	0.0	0.0	0.0	Dec	Thu	Low_Spend
13145	142	5	28.4	614.77	15.0	295.0	122.954	3	51.71	4	2.522	1.922	83.25	Sep	Thu	Low_Spend
14395	1685	181	140.417	3444.11	0.39	44.55	287.009	4	2.763	9	6.404	3.418	33.636	Apr	Thu	Low_Spend
14865	108	4	54.0	52.2	9.12	18.0	26.1	0	0.652	2	2.0	1.0	365.0	Dec	Thu	Low_Spend
15093	3733	52	414.778	4410.14	5.04	202.8	490.016	27	2.742	6	4.513	3.17	44.25	May	Tue	Med_Spend
16150	1004	91	100.4	1906.07	8.5	39.8	190.607	43	3.029	5	5.426	3.322	37.111	Mar	Mon	Low_Spend
12738	147	10	147.0	137.35	9.95	19.8	137.35	0	2.545	1	2.322	0.0	0.0	Dec	Thu	Low_Spend
17552	719	43	179.75	930.41	9.36	45.0	232.603	0	2.258	4	4.239	2.0	104.0	Dec	Thu	Low_Spend
14236	310	15	155.0	490.86	6.72	158.4	245.43	0	2.065	2	2.74	1.0	292.0	Sep	Tue	Low_Spend
17961	560	211	14.359	1296.44	0.29	125.0	33.242	0	3.272	39	5.787	5.163	9.237	Mar	Fri	Low_Spend
14573	528	127	40.615	1590.12	0.39	44.85	122.317	6	4.54	9	5.64	3.547	16.083	May	Mon	Low_Spend
17135	1224	34	174.857	1139.73	4.56	85.0	162.819	0	5.041	7	4.628	2.522	59.167	Nov	Wed	Low_Spend
17396	2004	23	286.286	7312.8	37.5	1226.4	1044.686	0	3.894	7	3.584	2.807	55.333	Jul	Thu	Med_Spend
12967	289	19	72.25	1310.55	7.8	204.0	327.638	149	6.476	2	4.682	2.0	122.667	Dec	Thu	Low_Spend
12686	106	6	106.0	71.14	8.5	17.4	71.14	0	0.802	1	1.792	0.0	0.0	Dec	Fri	Low_Spend
13370	336	39	168.0	721.32	10.2	39.8	360.66	7	3.728	1	4.289	1.0	5.0	Dec	Wed	Low_Spend
16883	103	33	51.5	272.48	1.25	25.0	136.24	0	3.669	2	4.466	1.0	184.0	Jun	Fri	Low_Spend
13520	1629	48	232.714	2967.75	5.04	139.2	423.964	4	2.105	6	4.71	2.807	52.167	Jan	Wed	Med_Spend
16905	1380	117	172.5	3020.65	0.79	122.4	377.581	1	3.558	7	6.331	3.0	52.286	Apr	Sun	Low_Spend
12841	2647	229	101.808	3848.58	0.42	107.28	148.022	73	2.417	25	6.621	4.7	14.68	Oct	Sun	Low_Spend
12427	229	25	45.8	582.37	12.48	68.0	116.474	297	3.152	3	4.203	2.322	90.0	Nov	Mon	Low_Spend
17967	73	41	73.0	112.27	0.21	19.9	112.27	0	1.921	1	4.026	0.0	0.0	Dec	Fri	Low_Spend
16891	265	166	53.0	742.43	0.24	17.0	148.486	0	3.076	5	5.128	2.322	92.5	Dec	Thu	Low_Spend
14589	5	3	5.0	39.75	7.95	15.9	39.75	0	7.95	1	0.918	0.0	0.0	Dec	Fri	Low_Spend
14156	56976	714	949.6	114475.08	1.25	2365.2	1907.918	792	3.834	55	7.619	5.907	6.136	Sep	Mon	High_Spend
14680	12831	73	557.87	27427.6	0.85	622.5	1192.504	645	2.416	16	5.854	4.524	15.727	Jan	Tue	High_Spend
17884	817	107	204.25	695.07	0.42	42.5	173.767	0	1.95	4	5.243	2.0	122.667	Dec	Tue	Low_Spend
12557	4384	15	876.8	11990.96	27.2	1350.0	2398.192	0	2.177	5	3.528	2.322	88.75	Jan	Mon	High_Spend
14083	705	162	78.333	1002.9	0.65	29.7	111.433	0	2.836	9	5.497	3.17	45.875	Dec	Fri	Low_Spend
13013	2217	155	147.8	4786.99	5.04	102.0	319.133	7	3.163	13	5.516	3.907	26.429	Jul	Fri	Low_Spend
14210	759	66	108.429	1900.89	6.6	51.0	271.556	1	3.816	6	4.601	2.807	46.667	Jan	Fri	Low_Spend
16477	1415	111	202.143	2494.46	6.96	35.4	356.351	0	2.325	7	4.542	2.807	51.333	Dec	Mon	Low_Spend
12600	758	31	75.8	2311.04	6.72	237.6	231.104	0	3.154	10	4.591	3.322	38.111	Dec	Fri	Low_Spend
16013	13953	30	261.453	33407.25	11.9	1815.0	630.325	1583	2.789	47	5.688	5.615	7.077	Dec	Fri	Med_Spend
17949	27572	28	562.694	53215.74	23.2	4401.0	1086.036	2878	3.368	44	5.813	5.201	7.708	Jun	Fri	High_Spend
